Name,Business Type,Company Type,Ships To,Mailing Address,City,State,Zip,Phone,Fax,Email,Website,Description,Supply Categories,Slug
Bethel Heights Vineyard,Grower,,,"Bethel Heights Vineyard, 6060 Bethel Heights Rd NW, Salem, OR 97304",Salem,OR,97304,503-581-2262,,jen@bethelheights.com,,,,bethel-heights-vineyard
Big Trees Today Inc.,Grower,,"Rocky Mountain, Pacific Northwest","Big Trees Today Inc., PO Box 1402, Hillsboro, OR 97123-1402",Hillsboro,OR,97123-1402,503-640-3011,503-640-2877,sales@bigtreestoday.com,http://www.bigtreestoday.com/,"Root-pruned specimens for optimum performance. Mature trees for exceptional landscapes, specializing in trees from 2-inch to 14-inch diameter and conifers to 40 feet tall. Custom large machine tree transplanting. Largest fleet of transplanters on the West Coast. Since 1979.",Appraisals; Digging / Tree Spade; Digging Services; Tree and Landscape Appraisals; TREE MOVING (also see Tree Moving Consulting); Tree Moving Consulting; TREE SPADE,big-trees-today-inc
BioSafe Systems LLC,Allied Service or Supplier,"Business Services & Supplies, Commercial Arbor & Landscape Services, Garden Center","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","BioSafe Systems LLC, 22 Meadow St., East Hartford, CT 06108",East Hartford,CT,06108,888-273-3088,860-290-8802,info@biosafesystems.com,http://www.biosafesystems.com/,"BioSafe Systems provides sustainable disease control solutions for greenhouses, landscapers, and nurseries. Our products can be used for plant protection, water treatment and hard surface sanitation applications.",Chemical Dosing Systems; FOG SYSTEMS,biosafe-systems-llc
Biringer Nursery LLC,Grower,,"Northeast, Mid-Atlantic, Rocky Mountain, Southwest, Pacific Northwest, Canada","Biringer Nursery LLC, PO Box 2809, Mount Vernon, WA 98273-7809",Mount Vernon,WA,98273-7809,360-848-5151,360-848-5959,Biringernursery@gmail.com,http://www.biringernursery.com/,"Bareroot growers of the finest fruit, flowering, shade trees and deciduous shrubs.",,biringer-nursery-llc
Bizon Nursery Co.,Grower,Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Bizon Nursery Co., 29895 SW Kinsman Rd., Wilsonville, OR 97070",Wilsonville,OR,97070,503-682-2435,503-682-2758,info@bizonnursery.com,http://www.bizonnursery.com/,A wholesale grower that offers new varieties and specializes in grafted ornamentals.,,bizon-nursery-co
Black Walnut Farm,Grower,,,"Black Walnut Farm, 11601 SE Amity Dayton Hwy., Dayton, OR 97114",Dayton,OR,97114,707-205-7330,,phileo54@outlook.com,,Growing liners and B&B evergreens for the landscape trade.,,black-walnut-farm
Blooming Nursery Inc.,Grower,,"Rocky Mountain, Pacific Northwest, Canada","Blooming Nursery Inc., 3839 SW Golf Course Rd., Cornelius, OR 97113-6016",Cornelius,OR,97113-6016,503-357-2904,503-357-2932,sales@bloomingnursery.com,http://www.bloomingnursery.com/,"Wholesale grower of quality perennials, ornamental grasses, native plants, herbs and selected flowering shrubs. Available as finished material for the independent retailer or as liners and bareroot for growers.",Contract Growing,blooming-nursery-inc
Blue Heron Farm,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Blue Heron Farm, PO Box 357, Independence, OR 97351-0357",Independence,OR,97351-0357,541-754-4224,541-754-6181,customerservice.bhf@gmail.com,http://www.bhfnursery.com/,"Wholesale grower of specimen shade trees, containerized trees and shrubs, bare root trees.",,blue-heron-farm
Blue Mountain Nursery LLC,"Nursery, Grower, Re-Wholesaler/Broker",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Blue Mountain Nursery LLC, PO Box 749, Boring, OR 97009",Boring,OR,97009,503-658-1991,503-658-1992,sales@bluemountainnsy.com,http://www.bluemountainnsy.com,,,blue-mountain-nursery-llc
Boring Square Garden Center,Garden Center,,,"Boring Square Garden Center, 28150 SE Highway 212, Ste. E, Boring, OR 97009-9100",Boring,OR,97009-9100,503-663-9797,503-663-0380,garden@boringsquare.com,http://www.boringsquare.com/,,GARDEN CENTER,boring-square-garden-center
Bouldin & Lawson LLC,Allied Service or Supplier,"Equipment Sales, Leasing, Rental & Repair","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Bouldin & Lawson LLC, 70 Easy Street, McMinnville, TN 37110",McMinnville,TN,37110,931-668-4090,,mrowland@bouldinlawson.com,http://www.bouldinlawson.com,http://bouldinlawson.com/,"FLAT FILLERS; MACHINE SEEDLING TRANSPLANTING; POTTING MACHINERY; SEEDERS, Manual and Automatic; Soil Mixer; SOIL MIXERS; Soil Mixing Line",bouldin-lawson-llc
Bountiful Farms Nursery Inc.,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Bountiful Farms Nursery Inc., 17091 Boones Ferry Rd. NE, Woodburn, OR 97071-9642",Woodburn,OR,97071-9642,503-981-7494,503-981-7224,info@bountifulfarms.com,http://www.bountifulfarms.com/,"Grower of pot-in-pot and B&B grafted ornamentals, topiary plant material, sculptured art forms and unique plant material.",,bountiful-farms-nursery-inc
Bowers Forest Products Corporation,Allied Service or Supplier,Sales,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Bowers Forest Products Corporation, PO Box 589, Beavercreek, OR 97004",Beavercreek,OR,97004,503-631-4408,503-632-8132,jeff@bowersfp.com,http://www.bowersforestproducts.com/,"Nursery
  boxes, lattices and trellises, stakes and pallets, shavings and sawdust, and
  custom manufacturing.","Arbors and Pergolas; Bark Products; Cedar Boxes; Cedar Planters; LUMBER; PALLETS, SKIDS and BOXES; Privacy Screens; TRELLISES; Wood Stakes",bowers-forest-products-corporation
Boxwood Garden,"Nursery, Grower, Re-Wholesaler/Broker","Plants, Sales","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,503-739-3335,503-554-6713,boxwood@boxwoodgarden.com,http://www.boxwoodgarden.com,"Specialty grower of stately hedges, edges and topiary, in boxwood and yew. Large sizes and specimen plants. Several varieties and special boxwood fertilizers.",Consulting; Slow-Release Fertilizer,boxwood-garden
Boxwood Unlimited,Grower,Plants,"Northeast, Upper Midwest, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Boxwood Unlimited, 17935 SW Hillsboro Hwy., Hillsboro, OR 97123",Hillsboro,OR,97123,503-849-7322,503-628-6313,boxwoodworld@icloud.com,http://www.kraxberger-farms.com/,Specializing in designer boxwood.,,boxwood-unlimited
Bradshaw Nursery LLC,Grower,,Pacific Northwest,"Bradshaw Nursery LLC, 39974 NW Verboort Rd., Forest Grove, OR 97116-8032",Forest Grove,OR,97116-8032,503-423-7978,971-327-7333,brianjbradshaw@comcast.net,http://www.bradshawnursery.com/,"Provider of high-quality, Oregon-grown nursery stock, specializing in unique ornamental trees and shrubs.",,bradshaw-nursery-llc
Braun Horticulture Inc.,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Europe","Braun Horticulture Inc., PO Box 260, Niagara Falls, NY 14305-0260",Niagara Falls,NY,14305-0260,888-732-7286,716-282-6103,donc@braungroup.com,,Manufacturer of wire baskets for B&B and hanging baskets with liners.,,braun-horticulture-inc
Breeden Family Farms,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Breeden Family Farms, 38846 River Dr., Lebanon, OR 97355",Lebanon,OR,97355,541-915-7648,,orders@breedenfamilyfarms.com,http://breedenfamilyfarms.com,"Breeden
  Family Farms is a wholesale nursery in Linn County, Oregon, supplying
  perennials and woody ornamentals to garden centers, re-wholesalers, and
  landscapers throughout the U.S.",,breeden-family-farms
Brentano's Tree Farm LLC,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Brentano's Tree Farm LLC, PO Box 275, St. Paul, OR 97137-0275",St. Paul,OR,97137-0275,503-633-8733,,brentano@brentanos-treefarm.com,http://www.brentanos-treefarm.com/,"Over 200 varieties of container grown shade, flowering and fruit trees. B&B and container grown ornamentals and conifers.",,brentanos-tree-farm-llc
Bridgetown Garden Tools,Supplier,"Sales, Internet and Catalog Sales","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Bridgetown Garden Tools, 3439 NE Sandy Blvd. #680, Portland, OR 97232",Portland,OR,97232,503-662-2026,,sales@bridgetowngardentools.com,http://www.bridgetowngardentools.com,"Bridgetown Garden Tools is a premium garden tool supplier located in Portland, Oregon. We focus on high quality heirloom tools for the backyard gardener. We carefully design and test all products in our own gardens to put the best tools in your hands.",,bridgetown-garden-tools
Briggs Nursery,Grower,Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Briggs Nursery, PO Box 658, Elma, WA 98541-0658",Elma,WA,98541-0658,800-444-1515,888-400-2380,bbackman@briggsnursery.com,http://www.briggsnursery.com/,"Briggs Nursery produces a variety of genera through tissue culture and traditional propagation techniques, such as woody ornamentals, small fruits, table and wine grapes, forestry products, perennials and grasses. We also offer contract grow crops.",,briggs-nursery
Brooks Tree Farm,"Nursery, Grower",,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Brooks Tree Farm, 9785 Portland Rd. NE, Salem, OR 97305-9700",Salem,OR,97305-9700,503-393-6300,,office@brookstreefarm.com,http://www.brookstreefarm.com/,"Wholesale seedling nursery for timber, Christmas trees, native plants and ornamental species. Bare-root seedlings, plugs, seeds, potted trees and supplies are available by UPS, FedEx, air freight and truck.","Bamboo Stakes; Mycorrhizae, Mycorrhizal (Soil Amendments); Stem Protectors; WEED CONTROL DISKS for Containers",brooks-tree-farm
Brown & Brown,Other,Business Services & Supplies,,"Brown & Brown, PO Box 29018, Portland, OR 97296-9018",Portland,OR,97296-9018,(503) 219-3287,,spyros.kollias@bbrown.com,https://www.bbrown.com,"Brown & Brown provides the personalized service of a local agency and the peace-of-mind that is expected from a top insurance brokerage. We have become a leading insurance broker because we view insurance differently and utilize our vast experience and wide-reaching network. By leveraging our experience, carrier relationships and customer-centric focus, we deliver superior service and solutions to our customers, both big and small, across many lines of insurance, including property and casualty, employee benefits, personal lines and surety bonds.",Agricultural Insurance; Business Insurance; Crop Insurance; Employee Benefits Program; Farm Insurance; Group Health and Dental Insurance; Group Life & Disability Insurance; Insurance Services; Long Term Care Insurance; Personal Home and Auto Insurance; Property and Casualty Insurance; Workers' Compensation Insurance,brown-brown
Bruck Century Farms LLC,Grower,Plants,,"Bruck Century Farms LLC, 29500 SW Bruck Ln, Wilsonville, OR 97070",Wilsonville,OR,97070,503-919-1659,,Dylan@bruckcenturyfarms.com,http://www.bruckcenturyfarms.com,,,bruck-century-farms-llc
Buchholz & Buchholz Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Buchholz & Buchholz Nursery, 41840 SW Vandehey Rd., Gaston, OR 97119-9023",Gaston,OR,97119-9023,503-985-3253,,info@buchholznursery.com,http://www.buchholznursery.com/,"Grower of quality liners to huge specimens, offering a large selection of unique and unusual plants from the best corners of the world.",,buchholz-buchholz-nursery
Burro,Other,,,"Burro, 421 N 7th Street Ste. 500, Philadelphia, PA 19123",Philadelphia,PA,19123,559-859-5665,,dan@burro.ai,http://www.burro.ai,,,burro
Busco LLC,Grower,Plants,,"Busco LLC, PO Box 975, Molalla, OR 97038-0975",Molalla,OR,97038-0975,760-881-0048,,natasha@unlimited.com.mx,https://www.icitrees.com/,,,busco-llc
C&J Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","C&J Nursery, 16921 SE Foster Rd., Gresham, OR 97080",Gresham,OR,97080,503-380-1146,503-622-8772,cjnursery@live.com,,"Wholesale propagator of quality cuttings, plugs and liners. Custom propagation available.",,cj-nursery
CINCH Traps,Other,,,"CINCH Traps, 10140 SW Allen Blvd., Ste. A, Beaverton, OR 97005",Beaverton,OR,97005,503-644-0150,,makenzi@apmprintworks.com,https://cinchtraps.com,,,cinch-traps
CRUX Insurance LLC,Allied Service or Supplier,Business Services & Supplies,,"CRUX Insurance LLC, 20500 SE Highway 212, Damascus, OR 97089",Damascus,OR,97089,503-999-4999,,luke@cruxins.com,http://www.cruxins.com,"CRUX Insurance is a family owned, full service, independent insurance agency serving our communities throughout the Pacific Northwest. We love freedom and our way of life, so we endeavor to protect it by providing insurance packages and risk management strategies that are custom tailored to your specific needs. We are driven by our customers satisfaction, and so we take our time to get to know you and your business’ needs. Whether it’s small personal or large commercial insurance needs, CRUX Insurance is here as a trusted advisor to keep your business moving forward.",,crux-insurance-llc
Carlson Nursery Inc.,Grower,,"Northeast, Mid-Atlantic, Pacific Northwest","Carlson Nursery Inc., 32627 SE Lusted Rd., Gresham, OR 97080-8947",Gresham,OR,97080-8947,503-209-1799,,carlsonursery@hotmail.com,,Conifers and broadleaf evergreens.,,carlson-nursery-inc
Cascade Meadows Nursery,Grower,,"Northeast, Pacific Northwest, Canada","Cascade Meadows Nursery, 19201 SE Division St., Gresham, OR 97030-5227",Gresham,OR,97030-5227,503-663-0777,503-663-0777,11681@example.com,http://www.cascademeadowsnursery.com/,"Wholesale field grower of grafted ornamental maples, conifers, dogwoods, Stewartia plants, and other specialty trees.",,cascade-meadows-nursery
